Egg,EggNb,Chick,nest,LayingDate,HatchingDate,Growth,BLUP,latitude,longitude,FID_m,Repetition,Zone,SD_m,Date,Year,height_m,Count_Larcan_nests_Hannah,Count_Larcan_nests,Distance_coast
59.4,3,,35_24,,,,,58.7664667,23.4324883,17,5,Middle,43,14/05/2024,2024,0.58,8,6,19.81
53.7,1,,36_24,07/05/2024,,,-2.6243997,58.7660805,23.4355135,7,1,North,28,08/05/2024,2024,0.5,7,4,34.46
53.7,1,,36_24,,,,,58.7660805,23.4355135,9,2,North,28,09/05/2024,2024,0.5,7,4,34.46
53.7,1,,36_24,,,,,58.7660805,23.4355135,5,3,North,25,11/05/2024,2024,0.5,7,4,34.46
53.7,1,,36_24,,,,,58.7660805,23.4355135,11,4,North,40,12/05/2024,2024,0.5,7,4,34.46
53.7,1,,36_24,,,,,58.7660805,23.4355135,10,5,North,41,13/05/2024,2024,0.5,7,4,34.46
56.5,2,40.9,36_24,09/05/2024,03/06/2024 13:56,11.2,-2.6243997,58.7660805,23.4355135,7,1,North,28,08/05/2024,2024,0.5,7,4,34.46
56.5,2,,36_24,,,,,58.7660805,23.4355135,9,2,North,28,09/05/2024,2024,0.5,7,4,34.46
56.5,2,,36_24,,,,,58.7660805,23.4355135,5,3,North,25,11/05/2024,2024,0.5,7,4,34.46
56.5,2,,36_24,,,,,58.7660805,23.4355135,11,4,North,40,12/05/2024,2024,0.5,7,4,34.46
56.5,2,,36_24,,,,,58.7660805,23.4355135,10,5,North,41,13/05/2024,2024,0.5,7,4,34.46
51.8,3,38.4,36_24,10/05/2024,10/05/2024 09:12,3.6,-2.6243997,58.7660805,23.4355135,7,1,North,28,08/05/2024,2024,0.5,7,4,34.46
51.8,3,,36_24,,,,,58.7660805,23.4355135,9,2,North,28,09/05/2024,2024,0.5,7,4,34.46
51.8,3,,36_24,,,,,58.7660805,23.4355135,5,3,North,25,11/05/2024,2024,0.5,7,4,34.46
51.8,3,,36_24,,,,,58.7660805,23.4355135,11,4,North,40,12/05/2024,2024,0.5,7,4,34.46
51.8,3,,36_24,,,,,58.7660805,23.4355135,10,5,North,41,13/05/2024,2024,0.5,7,4,34.46
51.7,1,,37_24,07/05/2024,,,-2.655742,58.7658604,23.4356497,15,1,North,39,08/05/2024,2024,0.72,4,3,44.45
51.7,1,,37_24,,,,,58.7658604,23.4356497,7,2,North,39,09/05/2024,2024,0.72,4,3,44.45
51.7,1,,37_24,,,,,58.7658604,23.4356497,7,3,North,25,11/05/2024,2024,0.72,4,3,44.45
51.7,1,,37_24,,,,,58.7658604,23.4356497,5,4,North,30,12/05/2024,2024,0.72,4,3,44.45
51.7,1,,37_24,,,,,58.7658604,23.4356497,13,5,North,44,13/05/2024,2024,0.72,4,3,44.45
51.9,2,37.1,37_24,09/05/2024,05/06/2024 12:25,15.7,-2.655742,58.7658604,23.4356497,15,1,North,39,08/05/2024,2024,0.72,4,3,44.45
51.9,2,,37_24,,,,,58.7658604,23.4356497,7,2,North,39,09/05/2024,2024,0.72,4,3,44.45
51.9,2,,37_24,,,,,58.7658604,23.4356497,7,3,North,25,11/05/2024,2024,0.72,4,3,44.45
51.9,2,,37_24,,,,,58.7658604,23.4356497,5,4,North,30,12/05/2024,2024,0.72,4,3,44.45
51.9,2,,37_24,,,,,58.7658604,23.4356497,13,5,North,44,13/05/2024,2024,0.72,4,3,44.45
46.5,3,32.2,37_24,12/05/2024,06/06/2024 19:32,3.7,-2.655742,58.7658604,23.4356497,15,1,North,39,08/05/2024,2024,0.72,4,3,44.45
46.5,3,,37_24,,,,,58.7658604,23.4356497,7,2,North,39,09/05/2024,2024,0.72,4,3,44.45
46.5,3,,37_24,,,,,58.7658604,23.4356497,7,3,North,25,11/05/2024,2024,0.72,4,3,44.45
46.5,3,,37_24,,,,,58.7658604,23.4356497,5,4,North,30,12/05/2024,2024,0.72,4,3,44.45
46.5,3,,37_24,,,,,58.7658604,23.4356497,13,5,North,44,13/05/2024,2024,0.72,4,3,44.45
57.2,1,39.6,38_24,07/05/2024,04/06/2024 14:03,4,1.1073243,58.7657033,23.435105,10,1,North,37,08/05/2024,2024,0.51,5,4,26.95
57.2,1,,38_24,,,,,58.7657033,23.435105,20,2,North,47,09/05/2024,2024,0.51,5,4,26.95
57.2,1,,38_24,,,,,58.7657033,23.435105,10,3,North,30,11/05/2024,2024,0.51,5,4,26.95
57.2,1,,38_24,,,,,58.7657033,23.435105,8,4,North,30,12/05/2024,2024,0.51,5,4,26.95
57.2,1,,38_24,,,,,58.7657033,23.435105,33,5,North,57,13/05/2024,2024,0.51,5,4,26.95
57.1,2,35.3,38_24,10/05/2024,04/06/2024 14:04,7.8,1.1073243,58.7657033,23.435105,10,1,North,37,08/05/2024,2024,0.51,5,4,26.95
57.1,2,,38_24,,,,,58.7657033,23.435105,20,2,North,47,09/05/2024,2024,0.51,5,4,26.95
57.1,2,,38_24,,,,,58.7657033,23.435105,10,3,North,30,11/05/2024,2024,0.51,5,4,26.95
57.1,2,,38_24,,,,,58.7657033,23.435105,8,4,North,30,12/05/2024,2024,0.51,5,4,26.95
57.1,2,,38_24,,,,,58.7657033,23.435105,33,5,North,57,13/05/2024,2024,0.51,5,4,26.95
53,3,40.3,38_24,13/05/2024,05/06/2024 12:39,-1,1.1073243,58.7657033,23.435105,10,1,North,37,08/05/2024,2024,0.51,5,4,26.95
53,3,,38_24,,,,,58.7657033,23.435105,20,2,North,47,09/05/2024,2024,0.51,5,4,26.95
53,3,,38_24,,,,,58.7657033,23.435105,10,3,North,30,11/05/2024,2024,0.51,5,4,26.95
53,3,,38_24,,,,,58.7657033,23.435105,8,4,North,30,12/05/2024,2024,0.51,5,4,26.95
53,3,,38_24,,,,,58.7657033,23.435105,33,5,North,57,13/05/2024,2024,0.51,5,4,26.95
67.7,1,,39_24,08/05/2024,,,-2.5441143,58.7667821,23.4309445,27,1,Leg,39,09/05/2024,2024,0.58,11,6,11.44
67.7,1,,39_24,,,,,58.7667821,23.4309445,8,2,Leg,55,11/05/2024,2024,0.58,11,6,11.44
67.7,1,,39_24,,,,,58.7667821,23.4309445,14,3,Leg,56,12/05/2024,2024,0.58,11,6,11.44
67.7,1,,39_24,,,,,58.7667821,23.4309445,13,4,Leg,56,13/05/2024,2024,0.58,11,6,11.44
67.7,1,,39_24,,,,,58.7667821,23.4309445,18,5,Leg,57,14/05/2024,2024,0.58,11,6,11.44
60.8,2,43.1,39_24,11/05/2024,06/06/2024 12:53,-4.7,-2.5441143,58.7667821,23.4309445,27,1,Leg,39,09/05/2024,2024,0.58,11,6,11.44
60.8,2,,39_24,,,,,58.7667821,23.4309445,8,2,Leg,55,11/05/2024,2024,0.58,11,6,11.44
60.8,2,,39_24,,,,,58.7667821,23.4309445,14,3,Leg,56,12/05/2024,2024,0.58,11,6,11.44
60.8,2,,39_24,,,,,58.7667821,23.4309445,13,4,Leg,56,13/05/2024,2024,0.58,11,6,11.44
60.8,2,,39_24,,,,,58.7667821,23.4309445,18,5,Leg,57,14/05/2024,2024,0.58,11,6,11.44
59.1,3,,39_24,12/05/2024,,,-2.5441143,58.7667821,23.4309445,27,1,Leg,39,09/05/2024,2024,0.58,11,6,11.44
59.1,3,,39_24,,,,,58.7667821,23.4309445,8,2,Leg,55,11/05/2024,2024,0.58,11,6,11.44
59.1,3,,39_24,,,,,58.7667821,23.4309445,14,3,Leg,56,12/05/2024,2024,0.58,11,6,11.44
59.1,3,,39_24,,,,,58.7667821,23.4309445,13,4,Leg,56,13/05/2024,2024,0.58,11,6,11.44
59.1,3,,39_24,,,,,58.7667821,23.4309445,18,5,Leg,57,14/05/2024,2024,0.58,11,6,11.44
50.1,4,38.2,39_24,14/05/2024,08/06/2024 09:05,,-2.5441143,58.7667821,23.4309445,27,1,Leg,39,09/05/2024,2024,0.58,11,6,11.44
50.1,4,,39_24,,,,,58.7667821,23.4309445,8,2,Leg,55,11/05/2024,2024,0.58,11,6,11.44
50.1,4,,39_24,,,,,58.7667821,23.4309445,14,3,Leg,56,12/05/2024,2024,0.58,11,6,11.44
50.1,4,,39_24,,,,,58.7667821,23.4309445,13,4,Leg,56,13/05/2024,2024,0.58,11,6,11.44
50.1,4,,39_24,,,,,58.7667821,23.4309445,18,5,Leg,57,14/05/2024,2024,0.58,11,6,11.44
49,1,36.1,41_24,08/05/2024,03/06/2024 15:11,1.6,-4.2718878,58.7668145,23.4300414,15,1,Head,65,09/05/2024,2024,0.61,8,6,20.06
49,1,,41_24,,,,,58.7668145,23.4300414,12,2,Head,43,11/05/2024,2024,0.61,8,6,20.06
49,1,,41_24,,,,,58.7668145,23.4300414,20,3,Head,60,12/05/2024,2024,0.61,8,6,20.06
49,1,,41_24,,,,,58.7668145,23.4300414,12,4,Head,42,13/05/2024,2024,0.61,8,6,20.06
49,1,,41_24,,,,,58.7668145,23.4300414,12,5,Head,61,14/05/2024,2024,0.61,8,6,20.06
54.7,2,38.7,41_24,09/05/2024,04/06/2024 11:19,4.5,-4.2718878,58.7668145,23.4300414,15,1,Head,65,09/05/2024,2024,0.61,8,6,20.06
54.7,2,,41_24,,,,,58.7668145,23.4300414,12,2,Head,43,11/05/2024,2024,0.61,8,6,20.06
54.7,2,,41_24,,,,,58.7668145,23.4300414,20,3,Head,60,12/05/2024,2024,0.61,8,6,20.06
54.7,2,,41_24,,,,,58.7668145,23.4300414,12,4,Head,42,13/05/2024,2024,0.61,8,6,20.06
54.7,2,,41_24,,,,,58.7668145,23.4300414,12,5,Head,61,14/05/2024,2024,0.61,8,6,20.06
48.8,3,33.4,41_24,11/05/2024,04/06/2024 11:20,-2.3,-4.2718878,58.7668145,23.4300414,15,1,Head,65,09/05/2024,2024,0.61,8,6,20.06
48.8,3,,41_24,,,,,58.7668145,23.4300414,12,2,Head,43,11/05/2024,2024,0.61,8,6,20.06
48.8,3,,41_24,,,,,58.7668145,23.4300414,20,3,Head,60,12/05/2024,2024,0.61,8,6,20.06
48.8,3,,41_24,,,,,58.7668145,23.4300414,12,4,Head,42,13/05/2024,2024,0.61,8,6,20.06
48.8,3,,41_24,,,,,58.7668145,23.4300414,12,5,Head,61,14/05/2024,2024,0.61,8,6,20.06
56.3,1,,42_24,08/05/2024,,,-4.3378891,58.7671586,23.4294907,8,1,Head,59,09/05/2024,2024,1.76,2,1,30.90
56.3,1,,42_24,,,,,58.7671586,23.4294907,7,2,Head,47,11/05/2024,2024,1.76,2,1,30.90
56.3,1,,42_24,,,,,58.7671586,23.4294907,12,3,Head,42,12/05/2024,2024,1.76,2,1,30.90
56.3,1,,42_24,,,,,58.7671586,23.4294907,15,4,Head,31,13/05/2024,2024,1.76,2,1,30.90
56.3,1,,42_24,,,,,58.7671586,23.4294907,7,5,Head,30,14/05/2024,2024,1.76,2,1,30.90
54.5,2,,42_24,10/05/2024,,,-4.3378891,58.7671586,23.4294907,8,1,Head,59,09/05/2024,2024,1.76,2,1,30.90
54.5,2,,42_24,,,,,58.7671586,23.4294907,7,2,Head,47,11/05/2024,2024,1.76,2,1,30.90
54.5,2,,42_24,,,,,58.7671586,23.4294907,12,3,Head,42,12/05/2024,2024,1.76,2,1,30.90
54.5,2,,42_24,,,,,58.7671586,23.4294907,15,4,Head,31,13/05/2024,2024,1.76,2,1,30.90
54.5,2,,42_24,,,,,58.7671586,23.4294907,7,5,Head,30,14/05/2024,2024,1.76,2,1,30.90
50.5,1,,43_24,08/05/2024,,,0.2040252,58.766791,23.4302579,23,1,Head,63,09/05/2024,2024,0.52,7,3,7.52
50.5,1,,43_24,,,,,58.766791,23.4302579,19,2,Head,56,11/05/2024,2024,0.52,7,3,7.52
50.5,1,,43_24,,,,,58.766791,23.4302579,15,3,Head,50,12/05/2024,2024,0.52,7,3,7.52
50.5,1,,43_24,,,,,58.766791,23.4302579,15,4,Head,36,13/05/2024,2024,0.52,7,3,7.52
50.5,1,,43_24,,,,,58.766791,23.4302579,25,5,Head,53,14/05/2024,2024,0.52,7,3,7.52
51.8,2,37.6,43_24,09/05/2024,04/06/2024 11:31,0,0.2040252,58.766791,23.4302579,23,1,Head,63,09/05/2024,2024,0.52,7,3,7.52
51.8,2,,43_24,,,,,58.766791,23.4302579,19,2,Head,56,11/05/2024,2024,0.52,7,3,7.52
51.8,2,,43_24,,,,,58.766791,23.4302579,15,3,Head,50,12/05/2024,2024,0.52,7,3,7.52
51.8,2,,43_24,,,,,58.766791,23.4302579,15,4,Head,36,13/05/2024,2024,0.52,7,3,7.52
51.8,2,,43_24,,,,,58.766791,23.4302579,25,5,Head,53,14/05/2024,2024,0.52,7,3,7.52
47.6,3,32.9,43_24,11/05/2024,05/06/2024 11:12,13.9,0.2040252,58.766791,23.4302579,23,1,Head,63,09/05/2024,2024,0.52,7,3,7.52
47.6,3,,43_24,,,,,58.766791,23.4302579,19,2,Head,56,11/05/2024,2024,0.52,7,3,7.52
47.6,3,,43_24,,,,,58.766791,23.4302579,15,3,Head,50,12/05/2024,2024,0.52,7,3,7.52
47.6,3,,43_24,,,,,58.766791,23.4302579,15,4,Head,36,13/05/2024,2024,0.52,7,3,7.52
47.6,3,,43_24,,,,,58.766791,23.4302579,25,5,Head,53,14/05/2024,2024,0.52,7,3,7.52
59.8,1,41.8,44_24,08/05/2024,05/06/2024 11:05,-0.2,-2.512772,58.7667379,23.4298999,22,1,Head,52,09/05/2024,2024,0.56,5,3,28.23
59.8,1,,44_24,,,,,58.7667379,23.4298999,9,2,Head,43,11/05/2024,2024,0.56,5,3,28.23
59.8,1,,44_24,,,,,58.7667379,23.4298999,22,3,Head,60,12/05/2024,2024,0.56,5,3,28.23
59.8,1,,44_24,,,,,58.7667379,23.4298999,15,4,Head,47,13/05/2024,2024,0.56,5,3,28.23
59.8,1,,44_24,,,,,58.7667379,23.4298999,7,5,Head,46,14/05/2024,2024,0.56,5,3,28.23
59.9,2,44.6,44_24,11/05/2024,05/06/2024 11:07,-0.8,-2.512772,58.7667379,23.4298999,22,1,Head,52,09/05/2024,2024,0.56,5,3,28.23
59.9,2,,44_24,,,,,58.7667379,23.4298999,9,2,Head,43,11/05/2024,2024,0.56,5,3,28.23
59.9,2,,44_24,,,,,58.7667379,23.4298999,22,3,Head,60,12/05/2024,2024,0.56,5,3,28.23
59.9,2,,44_24,,,,,58.7667379,23.4298999,15,4,Head,47,13/05/2024,2024,0.56,5,3,28.23
59.9,2,,44_24,,,,,58.7667379,23.4298999,7,5,Head,46,14/05/2024,2024,0.56,5,3,28.23
55.8,3,37.9,44_24,12/05/2024,06/06/2024 18:07,5.3,-2.512772,58.7667379,23.4298999,22,1,Head,52,09/05/2024,2024,0.56,5,3,28.23
55.8,3,,44_24,,,,,58.7667379,23.4298999,9,2,Head,43,11/05/2024,2024,0.56,5,3,28.23
55.8,3,,44_24,,,,,58.7667379,23.4298999,22,3,Head,60,12/05/2024,2024,0.56,5,3,28.23
55.8,3,,44_24,,,,,58.7667379,23.4298999,15,4,Head,47,13/05/2024,2024,0.56,5,3,28.23
55.8,3,,44_24,,,,,58.7667379,23.4298999,7,5,Head,46,14/05/2024,2024,0.56,5,3,28.23
49.5,1,34.6,45_24,08/05/2024,04/06/2024 10:33,6,2.8272598,58.7672617,23.4301033,31,1,Head,43,09/05/2024,2024,1.57,2,2,21.62
49.5,1,,45_24,,,,,58.7672617,23.4301033,9,2,Head,30,11/05/2024,2024,1.57,2,2,21.62
49.5,1,,45_24,,,,,58.7672617,23.4301033,10,3,Head,25,12/05/2024,2024,1.57,2,2,21.62
49.5,1,,45_24,,,,,58.7672617,23.4301033,19,4,Head,25,13/05/2024,2024,1.57,2,2,21.62
49.5,1,,45_24,,,,,58.7672617,23.4301033,8,5,Head,26,14/05/2024,2024,1.57,2,2,21.62
52.4,2,36.3,45_24,10/05/2024,04/06/2024 10:32,5.9,2.8272598,58.7672617,23.4301033,31,1,Head,43,09/05/2024,2024,1.57,2,2,21.62
52.4,2,,45_24,,,,,58.7672617,23.4301033,9,2,Head,30,11/05/2024,2024,1.57,2,2,21.62
52.4,2,,45_24,,,,,58.7672617,23.4301033,10,3,Head,25,12/05/2024,2024,1.57,2,2,21.62
52.4,2,,45_24,,,,,58.7672617,23.4301033,19,4,Head,25,13/05/2024,2024,1.57,2,2,21.62
52.4,2,,45_24,,,,,58.7672617,23.4301033,8,5,Head,26,14/05/2024,2024,1.57,2,2,21.62
48.7,3,34.6,45_24,11/05/2024,05/06/2024 10:33,12.9,2.8272598,58.7672617,23.4301033,31,1,Head,43,09/05/2024,2024,1.57,2,2,21.62
48.7,3,,45_24,,,,,58.7672617,23.4301033,9,2,Head,30,11/05/2024,2024,1.57,2,2,21.62
48.7,3,,45_24,,,,,58.7672617,23.4301033,10,3,Head,25,12/05/2024,2024,1.57,2,2,21.62
48.7,3,,45_24,,,,,58.7672617,23.4301033,19,4,Head,25,13/05/2024,2024,1.57,2,2,21.62
48.7,3,,45_24,,,,,58.7672617,23.4301033,8,5,Head,26,14/05/2024,2024,1.57,2,2,21.62
55.5,1,39.8,46_24,09/05/2024,05/06/2024 10:18,6.8,-1.1943829,58.7671833,23.4305783,8,1,Head,42,11/05/2024,2024,1.18,7,5,12.71
55.5,1,,46_24,,,,,58.7671833,23.4305783,17,2,Head,42,12/05/2024,2024,1.18,7,5,12.71
55.5,1,,46_24,,,,,58.7671833,23.4305783,20,3,Head,42,13/05/2024,2024,1.18,7,5,12.71
55.5,1,,46_24,,,,,58.7671833,23.4305783,18,4,Head,40,14/05/2024,2024,1.18,7,5,12.71
55.5,1,,46_24,,,,,58.7671833,23.4305783,7,5,Head,35,15/05/2024,2024,1.18,7,5,12.71
53,2,36.5,46_24,11/05/2024,05/06/2024 10:19,9.6,-1.1943829,58.7671833,23.4305783,8,1,Head,42,11/05/2024,2024,1.18,7,5,12.71
53,2,,46_24,,,,,58.7671833,23.4305783,17,2,Head,42,12/05/2024,2024,1.18,7,5,12.71
53,2,,46_24,,,,,58.7671833,23.4305783,20,3,Head,42,13/05/2024,2024,1.18,7,5,12.71
53,2,,46_24,,,,,58.7671833,23.4305783,18,4,Head,40,14/05/2024,2024,1.18,7,5,12.71
53,2,,46_24,,,,,58.7671833,23.4305783,7,5,Head,35,15/05/2024,2024,1.18,7,5,12.71
48.7,3,33.8,46_24,12/05/2024,05/06/2024 10:20,5.8,-1.1943829,58.7671833,23.4305783,8,1,Head,42,11/05/2024,2024,1.18,7,5,12.71
48.7,3,,46_24,,,,,58.7671833,23.4305783,17,2,Head,42,12/05/2024,2024,1.18,7,5,12.71
48.7,3,,46_24,,,,,58.7671833,23.4305783,20,3,Head,42,13/05/2024,2024,1.18,7,5,12.71
48.7,3,,46_24,,,,,58.7671833,23.4305783,18,4,Head,40,14/05/2024,2024,1.18,7,5,12.71
48.7,3,,46_24,,,,,58.7671833,23.4305783,7,5,Head,35,15/05/2024,2024,1.18,7,5,12.71
51.4,1,45.3,47_24,09/05/2024,04/06/2024 10:24,-1.8,-6.9346677,58.7671667,23.4304961,6,1,Head,33,11/05/2024,2024,1.56,4,2,17.62
51.4,1,,47_24,,,,,58.7671667,23.4304961,1,2,Head,35,12/05/2024,2024,1.56,4,2,17.62
51.4,1,,47_24,,,,,58.7671667,23.4304961,0,3,Head,35,13/05/2024,2024,1.56,4,2,17.62
51.4,1,,47_24,,,,,58.7671667,23.4304961,7,4,Head,34,14/05/2024,2024,1.56,4,2,17.62
51.4,1,,47_24,,,,,58.7671667,23.4304961,4,5,Head,27,15/05/2024,2024,1.56,4,2,17.62
59.7,2,43.3,47_24,11/05/2024,05/06/2024 10:15,5.9,-6.9346677,58.7671667,23.4304961,6,1,Head,33,11/05/2024,2024,1.56,4,2,17.62
59.7,2,,47_24,,,,,58.7671667,23.4304961,1,2,Head,35,12/05/2024,2024,1.56,4,2,17.62
59.7,2,,47_24,,,,,58.7671667,23.4304961,0,3,Head,35,13/05/2024,2024,1.56,4,2,17.62
59.7,2,,47_24,,,,,58.7671667,23.4304961,7,4,Head,34,14/05/2024,2024,1.56,4,2,17.62
59.7,2,,47_24,,,,,58.7671667,23.4304961,4,5,Head,27,15/05/2024,2024,1.56,4,2,17.62
56.9,1,,48_24,09/05/2024,,,-1.5223661,58.767105,23.4302833,8,1,Head,25,11/05/2024,2024,1,3,3,25.70
56.9,1,,48_24,,,,,58.767105,23.4302833,1,2,Head,25,12/05/2024,2024,1,3,3,25.70
56.9,1,,48_24,,,,,58.767105,23.4302833,13,3,Head,26,13/05/2024,2024,1,3,3,25.70
56.9,1,,48_24,,,,,58.767105,23.4302833,10,4,Head,25,14/05/2024,2024,1,3,3,25.70
56.9,1,,48_24,,,,,58.767105,23.4302833,9,5,Head,23,15/05/2024,2024,1,3,3,25.70
58,2,41.6,48_24,12/05/2024,05/06/2024 16:15,3,-1.5223661,58.767105,23.4302833,8,1,Head,25,11/05/2024,2024,1,3,3,25.70
58,2,,48_24,,,,,58.767105,23.4302833,1,2,Head,25,12/05/2024,2024,1,3,3,25.70
58,2,,48_24,,,,,58.767105,23.4302833,13,3,Head,26,13/05/2024,2024,1,3,3,25.70
58,2,,48_24,,,,,58.767105,23.4302833,10,4,Head,25,14/05/2024,2024,1,3,3,25.70
58,2,,48_24,,,,,58.767105,23.4302833,9,5,Head,23,15/05/2024,2024,1,3,3,25.70
52.9,3,39.1,48_24,13/05/2024,06/06/2024 18:57,,-1.5223661,58.767105,23.4302833,8,1,Head,25,11/05/2024,2024,1,3,3,25.70
52.9,3,,48_24,,,,,58.767105,23.4302833,1,2,Head,25,12/05/2024,2024,1,3,3,25.70
52.9,3,,48_24,,,,,58.767105,23.4302833,13,3,Head,26,13/05/2024,2024,1,3,3,25.70
52.9,3,,48_24,,,,,58.767105,23.4302833,10,4,Head,25,14/05/2024,2024,1,3,3,25.70
52.9,3,,48_24,,,,,58.767105,23.4302833,9,5,Head,23,15/05/2024,2024,1,3,3,25.70
53.4,1,37.1,49_24,09/05/2024,04/06/2024 10:28,-0.9,2.833617,58.7671033,23.430205,12,1,Head,30,11/05/2024,2024,0.46,3,2,27.83
53.4,1,,49_24,,,,,58.7671033,23.430205,21,2,Head,28,12/05/2024,2024,0.46,3,2,27.83
53.4,1,,49_24,,,,,58.7671033,23.430205,14,3,Head,31,13/05/2024,2024,0.46,3,2,27.83
53.4,1,,49_24,,,,,58.7671033,23.430205,18,4,Head,26,14/05/2024,2024,0.46,3,2,27.83
53.4,1,,49_24,,,,,58.7671033,23.430205,13,5,Head,30,15/05/2024,2024,0.46,3,2,27.83
55.7,2,40.2,49_24,10/05/2024,05/06/2024 10:27,13.1,2.833617,58.7671033,23.430205,12,1,Head,30,11/05/2024,2024,0.46,3,2,27.83
55.7,2,,49_24,,,,,58.7671033,23.430205,21,2,Head,28,12/05/2024,2024,0.46,3,2,27.83
55.7,2,,49_24,,,,,58.7671033,23.430205,14,3,Head,31,13/05/2024,2024,0.46,3,2,27.83
55.7,2,,49_24,,,,,58.7671033,23.430205,18,4,Head,26,14/05/2024,2024,0.46,3,2,27.83
55.7,2,,49_24,,,,,58.7671033,23.430205,13,5,Head,30,15/05/2024,2024,0.46,3,2,27.83
61.5,1,41.9,50_24,09/05/2024,06/06/2024 17:30,1.7,6.0894025,58.7664412,23.4305676,12,1,Leg,41,11/05/2024,2024,0.55,3,3,20.83
61.5,1,,50_24,,,,,58.7664412,23.4305676,20,2,Leg,40,12/05/2024,2024,0.55,3,3,20.83
61.5,1,,50_24,,,,,58.7664412,23.4305676,20,3,Leg,49,13/05/2024,2024,0.55,3,3,20.83
61.5,1,,50_24,,,,,58.7664412,23.4305676,27,4,Leg,54,14/05/2024,2024,0.55,3,3,20.83
61.5,1,,50_24,,,,,58.7664412,23.4305676,57,5,Leg,64,15/05/2024,2024,0.55,3,3,20.83
60.1,2,44.2,50_24,11/05/2024,06/06/2024 17:31,-3.4,6.0894025,58.7664412,23.4305676,12,1,Leg,41,11/05/2024,2024,0.55,3,3,20.83
60.1,2,,50_24,,,,,58.7664412,23.4305676,20,2,Leg,40,12/05/2024,2024,0.55,3,3,20.83
60.1,2,,50_24,,,,,58.7664412,23.4305676,20,3,Leg,49,13/05/2024,2024,0.55,3,3,20.83
60.1,2,,50_24,,,,,58.7664412,23.4305676,27,4,Leg,54,14/05/2024,2024,0.55,3,3,20.83
60.1,2,,50_24,,,,,58.7664412,23.4305676,57,5,Leg,64,15/05/2024,2024,0.55,3,3,20.83
54.5,3,37.8,50_24,13/05/2024,06/06/2024 17:32,-0.7,6.0894025,58.7664412,23.4305676,12,1,Leg,41,11/05/2024,2024,0.55,3,3,20.83
54.5,3,,50_24,,,,,58.7664412,23.4305676,20,2,Leg,40,12/05/2024,2024,0.55,3,3,20.83
54.5,3,,50_24,,,,,58.7664412,23.4305676,20,3,Leg,49,13/05/2024,2024,0.55,3,3,20.83
54.5,3,,50_24,,,,,58.7664412,23.4305676,27,4,Leg,54,14/05/2024,2024,0.55,3,3,20.83
54.5,3,,50_24,,,,,58.7664412,23.4305676,57,5,Leg,64,15/05/2024,2024,0.55,3,3,20.83
51.2,1,,3400_24,08/05/2024,,,0.5736434,58.7663884,23.4304992,13,1,Leg,65,09/05/2024,2024,0.52,,2,26.71
51.2,1,,3400_24,,,,,58.7663884,23.4304992,36,2,Leg,56,11/05/2024,2024,0.52,,2,26.71
49.1,2,,3400_24,10/05/2024,,,0.5736434,58.7663884,23.4304992,13,1,Leg,65,09/05/2024,2024,0.52,,2,26.71
49.1,2,,3400_24,,,,,58.7663884,23.4304992,36,2,Leg,56,11/05/2024,2024,0.52,,2,26.71
57.2,1,40.7,33_23,,03/06/2023,4.5,-2.9823358,58.7669972,23.429271,12,1,Head,18,19/05/2023,2023,0.81,12,9,72.00
57.2,1,,33_23,,,,,58.7669972,23.429271,12,2,Head,35,20/05/2023,2023,0.81,12,9,72.00
57.2,1,,33_23,,,,,58.7669972,23.429271,16,3,Head,28,21/05/2023,2023,0.81,12,9,72.00
57.2,1,,33_23,,,,,58.7669972,23.429271,13,4,Head,28,22/05/2023,2023,0.81,12,9,72.00
57.2,1,,33_23,,,,,58.7669972,23.429271,8,5,Head,22,23/05/2023,2023,0.81,12,9,72.00
57.2,1,,33_23,,,,,58.7669972,23.429271,7,6,Head,24,24/05/2023,2023,0.81,12,9,72.00
57.2,1,,33_23,,,,,58.7669972,23.429271,4,7,Head,21,25/05/2023,2023,0.81,12,9,72.00
57.2,1,,33_23,,,,,58.7669972,23.429271,6,8,Head,18,26/05/2023,2023,0.81,12,9,72.00
49.1,3,37.2,33_23,,03/06/2023,-0.1,-2.9823358,58.7669972,23.429271,12,1,Head,18,19/05/2023,2023,0.81,12,9,72.00
49.1,3,,33_23,,,,,58.7669972,23.429271,12,2,Head,35,20/05/2023,2023,0.81,12,9,72.00
49.1,3,,33_23,,,,,58.7669972,23.429271,16,3,Head,28,21/05/2023,2023,0.81,12,9,72.00
49.1,3,,33_23,,,,,58.7669972,23.429271,13,4,Head,28,22/05/2023,2023,0.81,12,9,72.00
49.1,3,,33_23,,,,,58.7669972,23.429271,8,5,Head,22,23/05/2023,2023,0.81,12,9,72.00
49.1,3,,33_23,,,,,58.7669972,23.429271,7,6,Head,24,24/05/2023,2023,0.81,12,9,72.00
49.1,3,,33_23,,,,,58.7669972,23.429271,4,7,Head,21,25/05/2023,2023,0.81,12,9,72.00
49.1,3,,33_23,,,,,58.7669972,23.429271,6,8,Head,18,26/05/2023,2023,0.81,12,9,72.00
57.4,1,39.1,38_23,,05/06/2023,-0.5,7.2452613,58.7668294,23.430331,20,1,Head,35,19/05/2023,2023,0.46,3,1,58.64
57.4,1,,38_23,,,,,58.7668294,23.430331,39,2,Head,39,20/05/2023,2023,0.46,3,1,58.64
57.4,1,,38_23,,,,,58.7668294,23.430331,22,3,Head,42,21/05/2023,2023,0.46,3,1,58.64
