Egg,EggNb,Chick,nest,LayingDate,HatchingDate,Growth,BLUP,latitude,longitude,FID_m,Repetition,Zone,SD_m,Date,Year,height_m,Count_Larcan_nests_Hannah,Count_Larcan_nests,Distance_coast
47.1,3,,141_23,,,,,58.7671142,23.4296127,17,8,Head,21,26/05/2023,2023,1.62,1,2,57.24
46.1,1,39.6,164_23,,29/05/2023,7.6,-3.4571203,58.7663812,23.4327624,26,1,Middle,34,21/05/2023,2023,0.63,9,8,30.94
46.1,1,,164_23,,,,,58.7663812,23.4327624,11,2,Middle,22,21/05/2023,2023,0.63,9,8,30.94
46.1,1,,164_23,,,,,58.7663812,23.4327624,6,3,Middle,46,22/05/2023,2023,0.63,9,8,30.94
46.1,1,,164_23,,,,,58.7663812,23.4327624,21,4,Middle,29,23/05/2023,2023,0.63,9,8,30.94
46.1,1,,164_23,,,,,58.7663812,23.4327624,1,5,Middle,25,24/05/2023,2023,0.63,9,8,30.94
46.1,1,,164_23,,,,,58.7663812,23.4327624,6,6,Middle,16,26/05/2023,2023,0.63,9,8,30.94
48.8,1,31.9,169_23,,03/06/2023,0.7,2.2719559,58.7662253,23.4340644,24,1,Middle,28,19/05/2023,2023,0.52,8,5,26.74
48.8,1,,169_23,,,,,58.7662253,23.4340644,24,2,Middle,36,21/05/2023,2023,0.52,8,5,26.74
48.8,1,,169_23,,,,,58.7662253,23.4340644,33,3,Middle,37,21/05/2023,2023,0.52,8,5,26.74
48.8,1,,169_23,,,,,58.7662253,23.4340644,21,4,Middle,30,22/05/2023,2023,0.52,8,5,26.74
48.8,1,,169_23,,,,,58.7662253,23.4340644,26,5,Middle,43,23/05/2023,2023,0.52,8,5,26.74
48.8,1,,169_23,,,,,58.7662253,23.4340644,13,6,Middle,62,24/05/2023,2023,0.52,8,5,26.74
48.8,1,,169_23,,,,,58.7662253,23.4340644,16,7,Middle,31,25/05/2023,2023,0.52,8,5,26.74
48.8,1,,169_23,,,,,58.7662253,23.4340644,6,8,Middle,22,26/05/2023,2023,0.52,8,5,26.74
49.1,2,36.3,169_23,,04/06/2023,6.9,2.2719559,58.7662253,23.4340644,24,1,Middle,28,19/05/2023,2023,0.52,8,5,26.74
49.1,2,,169_23,,,,,58.7662253,23.4340644,24,2,Middle,36,21/05/2023,2023,0.52,8,5,26.74
49.1,2,,169_23,,,,,58.7662253,23.4340644,33,3,Middle,37,21/05/2023,2023,0.52,8,5,26.74
49.1,2,,169_23,,,,,58.7662253,23.4340644,21,4,Middle,30,22/05/2023,2023,0.52,8,5,26.74
49.1,2,,169_23,,,,,58.7662253,23.4340644,26,5,Middle,43,23/05/2023,2023,0.52,8,5,26.74
49.1,2,,169_23,,,,,58.7662253,23.4340644,13,6,Middle,62,24/05/2023,2023,0.52,8,5,26.74
49.1,2,,169_23,,,,,58.7662253,23.4340644,16,7,Middle,31,25/05/2023,2023,0.52,8,5,26.74
49.1,2,,169_23,,,,,58.7662253,23.4340644,6,8,Middle,22,26/05/2023,2023,0.52,8,5,26.74
,3,36.2,169_23,,05/06/2023,,2.2719559,58.7662253,23.4340644,24,1,Middle,28,19/05/2023,2023,0.52,8,5,26.74
,3,,169_23,,,,,58.7662253,23.4340644,24,2,Middle,36,21/05/2023,2023,0.52,8,5,26.74
,3,,169_23,,,,,58.7662253,23.4340644,33,3,Middle,37,21/05/2023,2023,0.52,8,5,26.74
,3,,169_23,,,,,58.7662253,23.4340644,21,4,Middle,30,22/05/2023,2023,0.52,8,5,26.74
,3,,169_23,,,,,58.7662253,23.4340644,26,5,Middle,43,23/05/2023,2023,0.52,8,5,26.74
,3,,169_23,,,,,58.7662253,23.4340644,13,6,Middle,62,24/05/2023,2023,0.52,8,5,26.74
,3,,169_23,,,,,58.7662253,23.4340644,16,7,Middle,31,25/05/2023,2023,0.52,8,5,26.74
,3,,169_23,,,,,58.7662253,23.4340644,6,8,Middle,22,26/05/2023,2023,0.52,8,5,26.74
57.4,1,39.6,199_23,,03/06/2023,7.9,-4.8673768,58.7663232,23.4330291,10,1,Middle,36,19/05/2023,2023,0.74,12,11,34.61
57.4,1,,199_23,,,,,58.7663232,23.4330291,19,2,Middle,30,21/05/2023,2023,0.74,12,11,34.61
57.4,1,,199_23,,,,,58.7663232,23.4330291,8,3,Middle,29,21/05/2023,2023,0.74,12,11,34.61
57.4,1,,199_23,,,,,58.7663232,23.4330291,9,4,Middle,36,22/05/2023,2023,0.74,12,11,34.61
57.4,1,,199_23,,,,,58.7663232,23.4330291,14,5,Middle,31,23/05/2023,2023,0.74,12,11,34.61
57.4,1,,199_23,,,,,58.7663232,23.4330291,6,6,Middle,31,24/05/2023,2023,0.74,12,11,34.61
57.4,1,,199_23,,,,,58.7663232,23.4330291,9,7,Middle,30,25/05/2023,2023,0.74,12,11,34.61
57.4,1,,199_23,,,,,58.7663232,23.4330291,4,8,Middle,26,26/05/2023,2023,0.74,12,11,34.61
55.6,2,40.4,199_23,,04/06/2023,,-4.8673768,58.7663232,23.4330291,10,1,Middle,36,19/05/2023,2023,0.74,12,11,34.61
55.6,2,,199_23,,,,,58.7663232,23.4330291,19,2,Middle,30,21/05/2023,2023,0.74,12,11,34.61
55.6,2,,199_23,,,,,58.7663232,23.4330291,8,3,Middle,29,21/05/2023,2023,0.74,12,11,34.61
55.6,2,,199_23,,,,,58.7663232,23.4330291,9,4,Middle,36,22/05/2023,2023,0.74,12,11,34.61
55.6,2,,199_23,,,,,58.7663232,23.4330291,14,5,Middle,31,23/05/2023,2023,0.74,12,11,34.61
55.6,2,,199_23,,,,,58.7663232,23.4330291,6,6,Middle,31,24/05/2023,2023,0.74,12,11,34.61
55.6,2,,199_23,,,,,58.7663232,23.4330291,9,7,Middle,30,25/05/2023,2023,0.74,12,11,34.61
55.6,2,,199_23,,,,,58.7663232,23.4330291,4,8,Middle,26,26/05/2023,2023,0.74,12,11,34.61
52.9,3,38.8,199_23,,05/06/2023,2.3,-4.8673768,58.7663232,23.4330291,10,1,Middle,36,19/05/2023,2023,0.74,12,11,34.61
52.9,3,,199_23,,,,,58.7663232,23.4330291,19,2,Middle,30,21/05/2023,2023,0.74,12,11,34.61
52.9,3,,199_23,,,,,58.7663232,23.4330291,8,3,Middle,29,21/05/2023,2023,0.74,12,11,34.61
52.9,3,,199_23,,,,,58.7663232,23.4330291,9,4,Middle,36,22/05/2023,2023,0.74,12,11,34.61
52.9,3,,199_23,,,,,58.7663232,23.4330291,14,5,Middle,31,23/05/2023,2023,0.74,12,11,34.61
52.9,3,,199_23,,,,,58.7663232,23.4330291,6,6,Middle,31,24/05/2023,2023,0.74,12,11,34.61
52.9,3,,199_23,,,,,58.7663232,23.4330291,9,7,Middle,30,25/05/2023,2023,0.74,12,11,34.61
52.9,3,,199_23,,,,,58.7663232,23.4330291,4,8,Middle,26,26/05/2023,2023,0.74,12,11,34.61
56.8,1,43.5,236_23,,04/06/2023,-4,1.1883657,58.7670645,23.4306762,15,1,Head,26,19/05/2023,2023,1.16,4,2,25.88
56.8,1,,236_23,,,,,58.7670645,23.4306762,13,2,Head,34,20/05/2023,2023,1.16,4,2,25.88
56.8,1,,236_23,,,,,58.7670645,23.4306762,16,3,Head,34,21/05/2023,2023,1.16,4,2,25.88
56.8,1,,236_23,,,,,58.7670645,23.4306762,18,4,Head,34,21/05/2023,2023,1.16,4,2,25.88
56.8,1,,236_23,,,,,58.7670645,23.4306762,22,5,Head,34,22/05/2023,2023,1.16,4,2,25.88
56.8,1,,236_23,,,,,58.7670645,23.4306762,18,6,Head,34,23/05/2023,2023,1.16,4,2,25.88
56.8,1,,236_23,,,,,58.7670645,23.4306762,22,7,Head,36,24/05/2023,2023,1.16,4,2,25.88
56.8,1,,236_23,,,,,58.7670645,23.4306762,16,8,Head,31,25/05/2023,2023,1.16,4,2,25.88
56.8,1,,236_23,,,,,58.7670645,23.4306762,15,9,Head,35,26/05/2023,2023,1.16,4,2,25.88
57.9,2,40.7,236_23,,04/06/2023,-3.9,1.1883657,58.7670645,23.4306762,15,1,Head,26,19/05/2023,2023,1.16,4,2,25.88
57.9,2,,236_23,,,,,58.7670645,23.4306762,13,2,Head,34,20/05/2023,2023,1.16,4,2,25.88
57.9,2,,236_23,,,,,58.7670645,23.4306762,16,3,Head,34,21/05/2023,2023,1.16,4,2,25.88
57.9,2,,236_23,,,,,58.7670645,23.4306762,18,4,Head,34,21/05/2023,2023,1.16,4,2,25.88
57.9,2,,236_23,,,,,58.7670645,23.4306762,22,5,Head,34,22/05/2023,2023,1.16,4,2,25.88
57.9,2,,236_23,,,,,58.7670645,23.4306762,18,6,Head,34,23/05/2023,2023,1.16,4,2,25.88
57.9,2,,236_23,,,,,58.7670645,23.4306762,22,7,Head,36,24/05/2023,2023,1.16,4,2,25.88
57.9,2,,236_23,,,,,58.7670645,23.4306762,16,8,Head,31,25/05/2023,2023,1.16,4,2,25.88
57.9,2,,236_23,,,,,58.7670645,23.4306762,15,9,Head,35,26/05/2023,2023,1.16,4,2,25.88
52.3,3,39.1,236_23,,05/06/2023,6.9,1.1883657,58.7670645,23.4306762,15,1,Head,26,19/05/2023,2023,1.16,4,2,25.88
52.3,3,,236_23,,,,,58.7670645,23.4306762,13,2,Head,34,20/05/2023,2023,1.16,4,2,25.88
52.3,3,,236_23,,,,,58.7670645,23.4306762,16,3,Head,34,21/05/2023,2023,1.16,4,2,25.88
52.3,3,,236_23,,,,,58.7670645,23.4306762,18,4,Head,34,21/05/2023,2023,1.16,4,2,25.88
52.3,3,,236_23,,,,,58.7670645,23.4306762,22,5,Head,34,22/05/2023,2023,1.16,4,2,25.88
52.3,3,,236_23,,,,,58.7670645,23.4306762,18,6,Head,34,23/05/2023,2023,1.16,4,2,25.88
52.3,3,,236_23,,,,,58.7670645,23.4306762,22,7,Head,36,24/05/2023,2023,1.16,4,2,25.88
52.3,3,,236_23,,,,,58.7670645,23.4306762,16,8,Head,31,25/05/2023,2023,1.16,4,2,25.88
52.3,3,,236_23,,,,,58.7670645,23.4306762,15,9,Head,35,26/05/2023,2023,1.16,4,2,25.88
59.2,1,40.8,263_23,,04/06/2023,3.7,-1.2067847,58.7669661,23.4296229,9,1,Head,22,19/05/2023,2023,1.63,14,6,73.74
59.2,1,,263_23,,,,,58.7669661,23.4296229,9,2,Head,36,20/05/2023,2023,1.63,14,6,73.74
59.2,1,,263_23,,,,,58.7669661,23.4296229,21,3,Head,27,21/05/2023,2023,1.63,14,6,73.74
59.2,1,,263_23,,,,,58.7669661,23.4296229,12,4,Head,18,22/05/2023,2023,1.63,14,6,73.74
59.2,1,,263_23,,,,,58.7669661,23.4296229,7,5,Head,18,23/05/2023,2023,1.63,14,6,73.74
59.2,1,,263_23,,,,,58.7669661,23.4296229,9,6,Head,22,24/05/2023,2023,1.63,14,6,73.74
59.2,1,,263_23,,,,,58.7669661,23.4296229,11,7,Head,22,25/05/2023,2023,1.63,14,6,73.74
59.2,1,,263_23,,,,,58.7669661,23.4296229,15,8,Head,22,26/05/2023,2023,1.63,14,6,73.74
56.1,2,37,263_23,,04/06/2023,3,-1.2067847,58.7669661,23.4296229,9,1,Head,22,19/05/2023,2023,1.63,14,6,73.74
56.1,2,,263_23,,,,,58.7669661,23.4296229,9,2,Head,36,20/05/2023,2023,1.63,14,6,73.74
56.1,2,,263_23,,,,,58.7669661,23.4296229,21,3,Head,27,21/05/2023,2023,1.63,14,6,73.74
56.1,2,,263_23,,,,,58.7669661,23.4296229,12,4,Head,18,22/05/2023,2023,1.63,14,6,73.74
56.1,2,,263_23,,,,,58.7669661,23.4296229,7,5,Head,18,23/05/2023,2023,1.63,14,6,73.74
56.1,2,,263_23,,,,,58.7669661,23.4296229,9,6,Head,22,24/05/2023,2023,1.63,14,6,73.74
56.1,2,,263_23,,,,,58.7669661,23.4296229,11,7,Head,22,25/05/2023,2023,1.63,14,6,73.74
56.1,2,,263_23,,,,,58.7669661,23.4296229,15,8,Head,22,26/05/2023,2023,1.63,14,6,73.74
53.8,3,36.3,263_23,,06/06/2023,3.6,-1.2067847,58.7669661,23.4296229,9,1,Head,22,19/05/2023,2023,1.63,14,6,73.74
53.8,3,,263_23,,,,,58.7669661,23.4296229,9,2,Head,36,20/05/2023,2023,1.63,14,6,73.74
53.8,3,,263_23,,,,,58.7669661,23.4296229,21,3,Head,27,21/05/2023,2023,1.63,14,6,73.74
53.8,3,,263_23,,,,,58.7669661,23.4296229,12,4,Head,18,22/05/2023,2023,1.63,14,6,73.74
53.8,3,,263_23,,,,,58.7669661,23.4296229,7,5,Head,18,23/05/2023,2023,1.63,14,6,73.74
53.8,3,,263_23,,,,,58.7669661,23.4296229,9,6,Head,22,24/05/2023,2023,1.63,14,6,73.74
53.8,3,,263_23,,,,,58.7669661,23.4296229,11,7,Head,22,25/05/2023,2023,1.63,14,6,73.74
53.8,3,,263_23,,,,,58.7669661,23.4296229,15,8,Head,22,26/05/2023,2023,1.63,14,6,73.74
50.5,1,36.4,282_23,,04/06/2023,3.2,-2.1014123,58.7667815,23.4296475,15,1,Head,33,19/05/2023,2023,0.64,5,3,90.02
50.5,1,,282_23,,,,,58.7667815,23.4296475,37,2,Head,55,20/05/2023,2023,0.64,5,3,90.02
50.5,1,,282_23,,,,,58.7667815,23.4296475,12,3,Head,28,21/05/2023,2023,0.64,5,3,90.02
50.5,1,,282_23,,,,,58.7667815,23.4296475,31,4,Head,56,22/05/2023,2023,0.64,5,3,90.02
50.5,1,,282_23,,,,,58.7667815,23.4296475,15,5,Head,44,23/05/2023,2023,0.64,5,3,90.02
50.5,1,,282_23,,,,,58.7667815,23.4296475,21,6,Head,47,24/05/2023,2023,0.64,5,3,90.02
50.5,1,,282_23,,,,,58.7667815,23.4296475,4,7,Head,45,25/05/2023,2023,0.64,5,3,90.02
50.5,1,,282_23,,,,,58.7667815,23.4296475,9,8,Head,51,26/05/2023,2023,0.64,5,3,90.02
50.1,2,35.6,282_23,,04/06/2023,-3.4,-2.1014123,58.7667815,23.4296475,15,1,Head,33,19/05/2023,2023,0.64,5,3,90.02
50.1,2,,282_23,,,,,58.7667815,23.4296475,37,2,Head,55,20/05/2023,2023,0.64,5,3,90.02
50.1,2,,282_23,,,,,58.7667815,23.4296475,12,3,Head,28,21/05/2023,2023,0.64,5,3,90.02
50.1,2,,282_23,,,,,58.7667815,23.4296475,31,4,Head,56,22/05/2023,2023,0.64,5,3,90.02
50.1,2,,282_23,,,,,58.7667815,23.4296475,15,5,Head,44,23/05/2023,2023,0.64,5,3,90.02
50.1,2,,282_23,,,,,58.7667815,23.4296475,21,6,Head,47,24/05/2023,2023,0.64,5,3,90.02
50.1,2,,282_23,,,,,58.7667815,23.4296475,4,7,Head,45,25/05/2023,2023,0.64,5,3,90.02
50.1,2,,282_23,,,,,58.7667815,23.4296475,9,8,Head,51,26/05/2023,2023,0.64,5,3,90.02
46.6,3,34.2,282_23,,04/06/2023,-1.8,-2.1014123,58.7667815,23.4296475,15,1,Head,33,19/05/2023,2023,0.64,5,3,90.02
46.6,3,,282_23,,,,,58.7667815,23.4296475,37,2,Head,55,20/05/2023,2023,0.64,5,3,90.02
46.6,3,,282_23,,,,,58.7667815,23.4296475,12,3,Head,28,21/05/2023,2023,0.64,5,3,90.02
46.6,3,,282_23,,,,,58.7667815,23.4296475,31,4,Head,56,22/05/2023,2023,0.64,5,3,90.02
46.6,3,,282_23,,,,,58.7667815,23.4296475,15,5,Head,44,23/05/2023,2023,0.64,5,3,90.02
46.6,3,,282_23,,,,,58.7667815,23.4296475,21,6,Head,47,24/05/2023,2023,0.64,5,3,90.02
46.6,3,,282_23,,,,,58.7667815,23.4296475,4,7,Head,45,25/05/2023,2023,0.64,5,3,90.02
46.6,3,,282_23,,,,,58.7667815,23.4296475,9,8,Head,51,26/05/2023,2023,0.64,5,3,90.02
55.4,1,36.4,323_23,,04/06/2023,0,-5.5274251,58.7656998,23.4355153,21,1,North,38,19/05/2023,2023,0.57,18,10,35.95
55.4,1,,323_23,,,,,58.7656998,23.4355153,7,2,North,28,20/05/2023,2023,0.57,18,10,35.95
55.4,1,,323_23,,,,,58.7656998,23.4355153,16,3,North,42,21/05/2023,2023,0.57,18,10,35.95
55.4,1,,323_23,,,,,58.7656998,23.4355153,6,4,North,21,22/05/2023,2023,0.57,18,10,35.95
55.4,1,,323_23,,,,,58.7656998,23.4355153,9,5,North,30,23/05/2023,2023,0.57,18,10,35.95
55.4,1,,323_23,,,,,58.7656998,23.4355153,2,6,North,29,24/05/2023,2023,0.57,18,10,35.95
55.4,1,,323_23,,,,,58.7656998,23.4355153,4,7,North,22,25/05/2023,2023,0.57,18,10,35.95
55.4,1,,323_23,,,,,58.7656998,23.4355153,4,8,North,30,26/05/2023,2023,0.57,18,10,35.95
52.8,2,38.2,323_23,,04/06/2023,0.4,-5.5274251,58.7656998,23.4355153,21,1,North,38,19/05/2023,2023,0.57,18,10,35.95
52.8,2,,323_23,,,,,58.7656998,23.4355153,7,2,North,28,20/05/2023,2023,0.57,18,10,35.95
52.8,2,,323_23,,,,,58.7656998,23.4355153,16,3,North,42,21/05/2023,2023,0.57,18,10,35.95
52.8,2,,323_23,,,,,58.7656998,23.4355153,6,4,North,21,22/05/2023,2023,0.57,18,10,35.95
52.8,2,,323_23,,,,,58.7656998,23.4355153,9,5,North,30,23/05/2023,2023,0.57,18,10,35.95
52.8,2,,323_23,,,,,58.7656998,23.4355153,2,6,North,29,24/05/2023,2023,0.57,18,10,35.95
52.8,2,,323_23,,,,,58.7656998,23.4355153,4,7,North,22,25/05/2023,2023,0.57,18,10,35.95
52.8,2,,323_23,,,,,58.7656998,23.4355153,4,8,North,30,26/05/2023,2023,0.57,18,10,35.95
48.3,3,35.1,323_23,,05/06/2023,3.2,-5.5274251,58.7656998,23.4355153,21,1,North,38,19/05/2023,2023,0.57,18,10,35.95
48.3,3,,323_23,,,,,58.7656998,23.4355153,7,2,North,28,20/05/2023,2023,0.57,18,10,35.95
48.3,3,,323_23,,,,,58.7656998,23.4355153,16,3,North,42,21/05/2023,2023,0.57,18,10,35.95
48.3,3,,323_23,,,,,58.7656998,23.4355153,6,4,North,21,22/05/2023,2023,0.57,18,10,35.95
48.3,3,,323_23,,,,,58.7656998,23.4355153,9,5,North,30,23/05/2023,2023,0.57,18,10,35.95
48.3,3,,323_23,,,,,58.7656998,23.4355153,2,6,North,29,24/05/2023,2023,0.57,18,10,35.95
48.3,3,,323_23,,,,,58.7656998,23.4355153,4,7,North,22,25/05/2023,2023,0.57,18,10,35.95
48.3,3,,323_23,,,,,58.7656998,23.4355153,4,8,North,30,26/05/2023,2023,0.57,18,10,35.95
53.9,1,,325_23,,,,1.7886271,58.7672038,23.430544,13,1,Head,20,19/05/2023,2023,0.98,8,5,21.21
53.9,1,,325_23,,,,,58.7672038,23.430544,15,2,Head,17,21/05/2023,2023,0.98,8,5,21.21
53.9,1,,325_23,,,,,58.7672038,23.430544,25,3,Head,33,21/05/2023,2023,0.98,8,5,21.21
53.9,1,,325_23,,,,,58.7672038,23.430544,17,4,Head,24,22/05/2023,2023,0.98,8,5,21.21
53.9,1,,325_23,,,,,58.7672038,23.430544,14,5,Head,21,23/05/2023,2023,0.98,8,5,21.21
51.3,2,,325_23,,,,1.7886271,58.7672038,23.430544,13,1,Head,20,19/05/2023,2023,0.98,8,5,21.21
51.3,2,,325_23,,,,,58.7672038,23.430544,15,2,Head,17,21/05/2023,2023,0.98,8,5,21.21
51.3,2,,325_23,,,,,58.7672038,23.430544,25,3,Head,33,21/05/2023,2023,0.98,8,5,21.21
51.3,2,,325_23,,,,,58.7672038,23.430544,17,4,Head,24,22/05/2023,2023,0.98,8,5,21.21
51.3,2,,325_23,,,,,58.7672038,23.430544,14,5,Head,21,23/05/2023,2023,0.98,8,5,21.21
47.3,3,,325_23,,,,1.7886271,58.7672038,23.430544,13,1,Head,20,19/05/2023,2023,0.98,8,5,21.21
47.3,3,,325_23,,,,,58.7672038,23.430544,15,2,Head,17,21/05/2023,2023,0.98,8,5,21.21
47.3,3,,325_23,,,,,58.7672038,23.430544,25,3,Head,33,21/05/2023,2023,0.98,8,5,21.21
47.3,3,,325_23,,,,,58.7672038,23.430544,17,4,Head,24,22/05/2023,2023,0.98,8,5,21.21
47.3,3,,325_23,,,,,58.7672038,23.430544,14,5,Head,21,23/05/2023,2023,0.98,8,5,21.21
52.9,1,39.6,346_23,,04/06/2023,12.1,-3.6244814,58.7660736,23.4356103,12,1,North,22,19/05/2023,2023,0.49,6,4,60.53
52.9,1,,346_23,,,,,58.7660736,23.4356103,9,2,North,26,20/05/2023,2023,0.49,6,4,60.53
52.9,1,,346_23,,,,,58.7660736,23.4356103,14,3,North,23,21/05/2023,2023,0.49,6,4,60.53
52.9,1,,346_23,,,,,58.7660736,23.4356103,11,4,North,24,22/05/2023,2023,0.49,6,4,60.53
52.9,1,,346_23,,,,,58.7660736,23.4356103,7,5,North,24,23/05/2023,2023,0.49,6,4,60.53
52.9,1,,346_23,,,,,58.7660736,23.4356103,9,6,North,25,24/05/2023,2023,0.49,6,4,60.53
52.9,1,,346_23,,,,,58.7660736,23.4356103,6,7,North,27,25/05/2023,2023,0.49,6,4,60.53
52.9,1,,346_23,,,,,58.7660736,23.4356103,3,8,North,21,26/05/2023,2023,0.49,6,4,60.53
55.3,2,39,346_23,,04/06/2023,,-3.6244814,58.7660736,23.4356103,12,1,North,22,19/05/2023,2023,0.49,6,4,60.53
55.3,2,,346_23,,,,,58.7660736,23.4356103,9,2,North,26,20/05/2023,2023,0.49,6,4,60.53
55.3,2,,346_23,,,,,58.7660736,23.4356103,14,3,North,23,21/05/2023,2023,0.49,6,4,60.53
55.3,2,,346_23,,,,,58.7660736,23.4356103,11,4,North,24,22/05/2023,2023,0.49,6,4,60.53
55.3,2,,346_23,,,,,58.7660736,23.4356103,7,5,North,24,23/05/2023,2023,0.49,6,4,60.53
55.3,2,,346_23,,,,,58.7660736,23.4356103,9,6,North,25,24/05/2023,2023,0.49,6,4,60.53
55.3,2,,346_23,,,,,58.7660736,23.4356103,6,7,North,27,25/05/2023,2023,0.49,6,4,60.53
55.3,2,,346_23,,,,,58.7660736,23.4356103,3,8,North,21,26/05/2023,2023,0.49,6,4,60.53
49.9,3,,346_23,,,,-3.6244814,58.7660736,23.4356103,12,1,North,22,19/05/2023,2023,0.49,6,4,60.53
49.9,3,,346_23,,,,,58.7660736,23.4356103,9,2,North,26,20/05/2023,2023,0.49,6,4,60.53
49.9,3,,346_23,,,,,58.7660736,23.4356103,14,3,North,23,21/05/2023,2023,0.49,6,4,60.53
49.9,3,,346_23,,,,,58.7660736,23.4356103,11,4,North,24,22/05/2023,2023,0.49,6,4,60.53
49.9,3,,346_23,,,,,58.7660736,23.4356103,7,5,North,24,23/05/2023,2023,0.49,6,4,60.53
49.9,3,,346_23,,,,,58.7660736,23.4356103,9,6,North,25,24/05/2023,2023,0.49,6,4,60.53
49.9,3,,346_23,,,,,58.7660736,23.4356103,6,7,North,27,25/05/2023,2023,0.49,6,4,60.53
49.9,3,,346_23,,,,,58.7660736,23.4356103,3,8,North,21,26/05/2023,2023,0.49,6,4,60.53
54.5,1,38.4,389_23,,03/06/2023,3.8,-0.4990886,58.7667314,23.4308085,6,1,Leg,34,19/05/2023,2023,0.71,13,7,53.83
54.5,1,,389_23,,,,,58.7667314,23.4308085,37,2,Leg,57,20/05/2023,2023,0.71,13,7,53.83
54.5,1,,389_23,,,,,58.7667314,23.4308085,31,3,Leg,37,21/05/2023,2023,0.71,13,7,53.83
54.5,1,,389_23,,,,,58.7667314,23.4308085,21,4,Leg,31,22/05/2023,2023,0.71,13,7,53.83
54.5,1,,389_23,,,,,58.7667314,23.4308085,18,5,Leg,48,23/05/2023,2023,0.71,13,7,53.83
54.5,1,,389_23,,,,,58.7667314,23.4308085,19,6,Leg,45,24/05/2023,2023,0.71,13,7,53.83
54.5,1,,389_23,,,,,58.7667314,23.4308085,9,7,Leg,43,25/05/2023,2023,0.71,13,7,53.83
54.5,1,,389_23,,,,,58.7667314,23.4308085,9,8,Leg,36,26/05/2023,2023,0.71,13,7,53.83
51.1,2,37.4,389_23,,04/06/2023,2.1,-0.4990886,58.7667314,23.4308085,6,1,Leg,34,19/05/2023,2023,0.71,13,7,53.83
51.1,2,,389_23,,,,,58.7667314,23.4308085,37,2,Leg,57,20/05/2023,2023,0.71,13,7,53.83
51.1,2,,389_23,,,,,58.7667314,23.4308085,31,3,Leg,37,21/05/2023,2023,0.71,13,7,53.83
51.1,2,,389_23,,,,,58.7667314,23.4308085,21,4,Leg,31,22/05/2023,2023,0.71,13,7,53.83
51.1,2,,389_23,,,,,58.7667314,23.4308085,18,5,Leg,48,23/05/2023,2023,0.71,13,7,53.83
51.1,2,,389_23,,,,,58.7667314,23.4308085,19,6,Leg,45,24/05/2023,2023,0.71,13,7,53.83
51.1,2,,389_23,,,,,58.7667314,23.4308085,9,7,Leg,43,25/05/2023,2023,0.71,13,7,53.83
51.1,2,,389_23,,,,,58.7667314,23.4308085,9,8,Leg,36,26/05/2023,2023,0.71,13,7,53.83
53.4,1,,414_23,,,,-0.456133,58.7659514,23.4353801,23,1,North,40,19/05/2023,2023,0.58,5,3,61.45
53.4,1,,414_23,,,,,58.7659514,23.4353801,32,2,North,61,20/05/2023,2023,0.58,5,3,61.45
53.4,1,,414_23,,,,,58.7659514,23.4353801,25,3,North,44,21/05/2023,2023,0.58,5,3,61.45
53.4,1,,414_23,,,,,58.7659514,23.4353801,13,4,North,26,22/05/2023,2023,0.58,5,3,61.45
53.4,1,,414_23,,,,,58.7659514,23.4353801,13,5,North,29,23/05/2023,2023,0.58,5,3,61.45
53.4,1,,414_23,,,,,58.7659514,23.4353801,7,6,North,19,24/05/2023,2023,0.58,5,3,61.45
53.4,1,,414_23,,,,,58.7659514,23.4353801,7,7,North,25,25/05/2023,2023,0.58,5,3,61.45
53.4,1,,414_23,,,,,58.7659514,23.4353801,12,8,North,34,26/05/2023,2023,0.58,5,3,61.45
56.7,2,,414_23,,,,-0.456133,58.7659514,23.4353801,23,1,North,40,19/05/2023,2023,0.58,5,3,61.45
56.7,2,,414_23,,,,,58.7659514,23.4353801,32,2,North,61,20/05/2023,2023,0.58,5,3,61.45
56.7,2,,414_23,,,,,58.7659514,23.4353801,25,3,North,44,21/05/2023,2023,0.58,5,3,61.45
56.7,2,,414_23,,,,,58.7659514,23.4353801,13,4,North,26,22/05/2023,2023,0.58,5,3,61.45
56.7,2,,414_23,,,,,58.7659514,23.4353801,13,5,North,29,23/05/2023,2023,0.58,5,3,61.45
56.7,2,,414_23,,,,,58.7659514,23.4353801,7,6,North,19,24/05/2023,2023,0.58,5,3,61.45
56.7,2,,414_23,,,,,58.7659514,23.4353801,7,7,North,25,25/05/2023,2023,0.58,5,3,61.45
56.7,2,,414_23,,,,,58.7659514,23.4353801,12,8,North,34,26/05/2023,2023,0.58,5,3,61.45
55.8,1,42.6,435_23,,03/06/2023,3.3,-3.5740529,58.7657348,23.4356986,15,1,North,20,19/05/2023,2023,0.68,5,3,34.49
55.8,1,,435_23,,,,,58.7657348,23.4356986,,2,North,26,19/05/2023,2023,0.68,5,3,34.49
55.8,1,,435_23,,,,,58.7657348,23.4356986,13,3,North,22,20/05/2023,2023,0.68,5,3,34.49
55.8,1,,435_23,,,,,58.7657348,23.4356986,7,4,North,37,21/05/2023,2023,0.68,5,3,34.49
55.8,1,,435_23,,,,,58.7657348,23.4356986,1,5,North,20,22/05/2023,2023,0.68,5,3,34.49
55.8,1,,435_23,,,,,58.7657348,23.4356986,4,6,North,33,23/05/2023,2023,0.68,5,3,34.49
55.8,1,,435_23,,,,,58.7657348,23.4356986,19,7,North,31,24/05/2023,2023,0.68,5,3,34.49
